term	name	URL
JERVELL&LANGE_NIELSEN_SYNDROME	Jervell & Lange-Nielsen syndrome	http://www.anvita.info/wiki/Jervell&lange_Nielsen_Syndrome
ATELOSTEOGENESIS_TYPE_II	atelosteogenesis type II (neonatal osseous dysplasia I)	http://www.anvita.info/wiki/Atelosteogenesis_Type_Ii
FANCONI_SYNDROME	Fanconi renotubular syndrome	http://www.anvita.info/wiki/Fanconi_Syndrome
GITELMAN_SYNDROME	Gitelman syndrome	http://www.anvita.info/wiki/Gitelman_Syndrome
BARDET_BIEDL_SYNDROME	Bardet-Biedl syndrome	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome
BARDET_BIEDL_SYNDROME_14	Bardet-Biedl syndrome/BBS14	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_14
BARDET_BIEDL_SYNDROME_11	Bardet-Biedl syndrome/BBS11	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_11
BARDET_BIEDL_SYNDROME_8	Bardet-Biedl syndrome/BBS8	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_8
BARDET_BIEDL_SYNDROME_7	Bardet-Biedl syndrome/BBS7	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_7
BARDET_BIEDL_SYNDROME_6	Bardet-Biedl syndrome/BBS6	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_6
BARDET_BIEDL_SYNDROME_5	Bardet-Biedl syndrome/BBS5	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_5
BARDET_BIEDL_SYNDROME_4	Bardet-Biedl syndrome/BBS4	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_4
BARDET_BIEDL_SYNDROME_3	Bardet-Biedl syndrome/BBS3	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_3
BARDET_BIEDL_SYNDROME_2	Bardet-Biedl syndrome/BBS2	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_2
BARDET_BIEDL_SYNDROME_1	Bardet-Biedl syndrome/BBS1	http://www.anvita.info/wiki/Bardet_Biedl_Syndrome_1
ALSTROM_SYNDROME	Alstrom syndrome	http://www.anvita.info/wiki/Alstrom_Syndrome
REFETOFF_SYNDROME	Refetoff Syndrome	http://www.anvita.info/wiki/Refetoff_Syndrome
LETTERER_SIWE_SYNDROME	Letterer-Siwe syndrome	http://www.anvita.info/wiki/Letterer_Siwe_Syndrome
OSLER_WEBER_RENDU_SYNDROME	Osler-Weber-Rendu syndrome (hereditary hemorrhagic telangiectasia type 1)	http://www.anvita.info/wiki/Osler_Weber_Rendu_Syndrome
PSEUDOXANTHOMA_ELASTICUM	pseudoxanthoma elasticum (Gronold-Strandberg syndrome)	http://www.anvita.info/wiki/Pseudoxanthoma_Elasticum
TIETZ_SYNDROME	Tietz albinism-deafness syndrome	http://www.anvita.info/wiki/Tietz_Syndrome
HYPERPROLINEMIA	hyperprolinemia	http://www.anvita.info/wiki/Hyperprolinemia
LYMPHEDEMA_DISTICHIASIS_SYNDROME	lymphedema-distichiasis syndrome	http://www.anvita.info/wiki/Lymphedema_Distichiasis_Syndrome
USHER_SYNDROME	Usher syndrome	http://www.anvita.info/wiki/Usher_Syndrome
WAARDENBURG_SYNDROME	Waardenburg syndrome	http://www.anvita.info/wiki/Waardenburg_Syndrome
SMITH_LEMLI_OPITZ_SYNDROME	Smith-Lemli-Opitz syndrome (SLOS, SLO syndrome, RSH syndrome)	http://www.anvita.info/wiki/Smith_Lemli_Opitz_Syndrome
SCHWARTZ_JAMPEL_SYNDROME	Schwartz-Jampel syndrome (SJS1)	http://www.anvita.info/wiki/Schwartz_Jampel_Syndrome
STICKLER_SYNDROME	Stickler syndrome or hereditary progressive arthroophthalmopathy	http://www.anvita.info/wiki/Stickler_Syndrome
STICKLER_SYNDROME/COL9A2_MUTATION	Stickler syndrome/COL9A2 mutation associated (type 5)	http://www.anvita.info/wiki/Stickler_Syndrome/col9a2_Mutation
STICKLER_SYNDROME/COL9A1_MUTATION	Stickler syndrome/COL9A1 mutation associated	http://www.anvita.info/wiki/Stickler_Syndrome/col9a1_Mutation
STICKLER_SYNDROME/COL11A2_MUTATION	Stickler syndrome/COL11A2 mutation associated (type 3)	http://www.anvita.info/wiki/Stickler_Syndrome/col11a2_Mutation
STICKLER_SYNDROME/COL11A1_MUTATION	Stickler syndrome/COL11A1 mutation associated (type 2)	http://www.anvita.info/wiki/Stickler_Syndrome/col11a1_Mutation
STICKLER_SYNDROME/COL2A1_MUTATION	Stickler syndrome type 1	http://www.anvita.info/wiki/Stickler_Syndrome/col2a1_Mutation
RUBINSTEIN_TAYBI_SYNDROME	Rubinstein-Taybi syndrome	http://www.anvita.info/wiki/Rubinstein_Taybi_Syndrome
COHEN_SYNDROME	Cohen syndrome; Pepper syndrome; cerebral obesity ocular skeletal syndrome	http://www.anvita.info/wiki/Cohen_Syndrome
HERMANSKY_PUDLAK_SYNDROME	Hermansky-Pudlak syndrome	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome
HERMANSKY_PUDLAK_SYNDROME/HPS9	Hermansky-Pudlak syndrome 9/HPS9 mutation	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome/hps9
HERMANSKY_PUDLAK_SYNDROME/HPS6	Hermansky-Pudlak syndrome 6/HPS6 mutation	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome/hps6
HERMANSKY_PUDLAK_SYNDROME/HPS5	Hermansky-Pudlak syndrome 5/HPS5 mutation	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome/hps5
HERMANSKY_PUDLAK_SYNDROME/HPS4	Hermansky-Pudlak syndrome 4/HPS4 mutation	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome/hps4
HERMANSKY_PUDLAK_SYNDROME/HPS3	Hermansky-Pudlak syndrome 3/HPS3 mutation	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome/hps3
HERMANSKY_PUDLAK_SYNDROME/AP3	Hermansky-Pudlak syndrome/beta 3A adaptin mutation (Hermansky-Pudlak syndrome-2)	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome/ap3
HERMANSKY_PUDLAK_SYNDROME/HPS1	Hermansky-Pudlak syndrome 1/HPS1 mutation	http://www.anvita.info/wiki/Hermansky_Pudlak_Syndrome/hps1
GRISCELLI_SYNDROME_3	Griscelli syndrome type-3	http://www.anvita.info/wiki/Griscelli_Syndrome_3
GRISCELLI_SYNDROME	Griscelli syndrome	http://www.anvita.info/wiki/Griscelli_Syndrome
CHEDIAK_HIGASHI_SYNDROME	Chediak-Higashi syndrome	http://www.anvita.info/wiki/Chediak_Higashi_Syndrome
PRADER_WILLI_SYNDROME	Prader-Willi syndrome	http://www.anvita.info/wiki/Prader_Willi_Syndrome
ANGELMAN_SYNDROME	Angelman syndrome (happy puppet syndrome)	http://www.anvita.info/wiki/Angelman_Syndrome
ANGELMAN_SYNDROME/UBE3A	Angelman syndrome/UBE3A	http://www.anvita.info/wiki/Angelman_Syndrome/ube3a
MANDIBULOACRAL_DYSPLASIA	mandibuloacral dysplasia (MAD)	http://www.anvita.info/wiki/Mandibuloacral_Dysplasia
HUTCHINSON_GILFORD_SYNDROME	Hutchinson-Gilford progeria syndrome	http://www.anvita.info/wiki/Hutchinson_Gilford_Syndrome
WERNER_SYNDROME	Werner syndrome	http://www.anvita.info/wiki/Werner_Syndrome
TRICHOTHIODYSTROPHY	trichothiodystrophy (TTD)	http://www.anvita.info/wiki/Trichothiodystrophy
COCKAYNE_SYNDROME	Cockayne syndrome	http://www.anvita.info/wiki/Cockayne_Syndrome
HEREDITARY_DESMOID_DISEASE	hereditary desmoid disease (familial infiltrative fibromatosis)	http://www.anvita.info/wiki/Hereditary_Desmoid_Disease
FAMILIAL_PERIODIC_PARALYSIS	familial periodic paralysis (hyperkalemic, normokalemic, hypokalemic, HYPP, NKPP, HYPOPP)	http://www.anvita.info/wiki/Familial_Periodic_Paralysis
LEIGH^S_DISEASE	Leigh syndrome; infantile subacute necrotizing encephalopathy of Leigh	http://www.anvita.info/wiki/Leigh^s_Disease
MCKUSICK_KAUFMAN_SYNDROME	McKusick-Kaufman syndrome (hydrometrocolpos syndrome, hydrometrocolpos, postaxial polydactyly, & congenital heart malformation)	http://www.anvita.info/wiki/Mckusick_Kaufman_Syndrome
MELEDA_DISEASE	Meleda disease; mal de meleda; keratosis palmoplantaris transgradiens	http://www.anvita.info/wiki/Meleda_Disease
TRISOMY_X	trisomy X; triple X syndrome	http://www.anvita.info/wiki/Trisomy_X
XYY_SYNDROME	47, XYY syndrome	http://www.anvita.info/wiki/Xyy_Syndrome
KLINEFELTER^S_SYNDROME	Klinefelter's syndrome	http://www.anvita.info/wiki/Klinefelter^s_Syndrome
CILIARY_DYSKINESIA	ciliary dyskinesia; immotile cilia syndrome (Kartagener's syndrome)	http://www.anvita.info/wiki/Ciliary_Dyskinesia
ALPHA_1_ANTITRYPSIN_DEFICIENCY	alpha-1 antitrypsin deficiency	http://www.anvita.info/wiki/Alpha_1_Antitrypsin_Deficiency
HEREDITARY_NEOPLASTIC_SYNDROME	hereditary neoplastic syndrome; cancer susceptibility syndrome	http://www.anvita.info/wiki/Hereditary_Neoplastic_Syndrome
WAGR_SYNDROME	WAGR syndrome; Wilms tumor-aniridia-genitourinary anomalies-mental retardation	http://www.anvita.info/wiki/Wagr_Syndrome
NEVOID_BASAL_CELL_CARCINOMA_SYNDROME	nevoid basal cell carcinoma syndrome; basal cell nevus syndrome; Gorlin-Goltz syndrome	http://www.anvita.info/wiki/Nevoid_Basal_Cell_Carcinoma_Syndrome
FAMILIAL_BREAST_OVARIAN_CANCER	familial breast-ovarian cancer	http://www.anvita.info/wiki/Familial_Breast_Ovarian_Cancer
DYSPLASTIC_NEVUS_SYNDROME	dysplastic nevus syndrome (inherited familial atypical mole & melanoma syndrome)	http://www.anvita.info/wiki/Dysplastic_Nevus_Syndrome
SCHWANNOMATOSIS	schwannomatosis (congenital cutaneous neurilemmomatosis)	http://www.anvita.info/wiki/Schwannomatosis
PHAKOMATOSIS	phakomatosis (phacomatosis)	http://www.anvita.info/wiki/Phakomatosis
STURGE_WEBER_SYNDROME	Sturge-Weber syndrome (encephalotrigeminal angiomatosis)	http://www.anvita.info/wiki/Sturge_Weber_Syndrome
HEREDITARY_PERIODIC_FEVER_SYNDROME	hereditary periodic fever syndrome; periodic fevers; recurrent fever syndrome; familial autoinflammatory disease	http://www.anvita.info/wiki/Hereditary_Periodic_Fever_Syndrome
FAMILIAL_HIBERNIAN_FEVER	familial hibernian fever (FHF); tumor necrosis factor (TNF) receptor-associated periodic syndrome (TRAPS)	http://www.anvita.info/wiki/Familial_Hibernian_Fever
HYPER_IGD_SYNDROME	hyper IgD syndrome; hyperimmunoglobulinemia D & periodic fever syndrome; HIDS	http://www.anvita.info/wiki/Hyper_Igd_Syndrome
MUCKLE_WELLS_SYNDROME	Muckle-Wells syndrome (MWS)	http://www.anvita.info/wiki/Muckle_Wells_Syndrome
CRYOPYRIN_ASSOCIATED_PERIODIC_SYNDROME	cryopyrin associated periodic syndrome (CAPS)	http://www.anvita.info/wiki/Cryopyrin_Associated_Periodic_Syndrome
FAMILIAL_COLD_AUTOINFLAMMATORY_SYNDROME	familial cold autoinflammatory syndrome (FCAS)	http://www.anvita.info/wiki/Familial_Cold_Autoinflammatory_Syndrome
NEONATAL_ONSET_MULTISYSTEM_INFLAMMATORY_DISEASE	neonatal-onset multisystem inflammatory disease (NOMID); chronic infantile neurologic cutaneous articular syndrome	http://www.anvita.info/wiki/Neonatal_Onset_Multisystem_Inflammatory_Disease
CHROMOSOMAL_INSTABILITY_SYNDROME	chromosomal instability syndrome	http://www.anvita.info/wiki/Chromosomal_Instability_Syndrome
FAMILIAL_AMYLOIDOSIS	familial amyloidosis	http://www.anvita.info/wiki/Familial_Amyloidosis
CARBOHYDRATE_METABOLISM_INBORN_ERROR	carbohydrate inborn error of metabolism	http://www.anvita.info/wiki/Carbohydrate_Metabolism_Inborn_Error
PHOSPHORIBOSYL_PYROPHOSPHATE_SYNTHETASE_DEFICIENCY	phosphoribosyl pyrophosphate synthetase deficiency	http://www.anvita.info/wiki/Phosphoribosyl_Pyrophosphate_Synthetase_Deficiency
PENTOSURIA	pentosuria	http://www.anvita.info/wiki/Pentosuria
PHOSPHOSERINE_PHOSPHATASE_DEFICIENCY	phosphoserine phosphatase deficiency	http://www.anvita.info/wiki/Phosphoserine_Phosphatase_Deficiency
RIBOSE_5_PHOSPHATE_ISOMERASE_DEFICIENCY	ribose-5-phosphate isomerase deficiency	http://www.anvita.info/wiki/Ribose_5_Phosphate_Isomerase_Deficiency
MASP2_DEFICIENCY	MASP2 deficiency	http://www.anvita.info/wiki/Masp2_Deficiency
PYRUVATE_KINASE_DEFICIENCY	pyruvate kinase deficiency	http://www.anvita.info/wiki/Pyruvate_Kinase_Deficiency
6_PHOSPHOGLUCONATE_DEHYDROGENASE_DEFICIENCY	6-phosphogluconate dehydrogenase deficiency	http://www.anvita.info/wiki/6_Phosphogluconate_Dehydrogenase_Deficiency
GALACTOSE_INTOLERANCE	galactose intolerance	http://www.anvita.info/wiki/Galactose_Intolerance
GLUT1_DEFICIENCY_SYNDROME	GLUT1 deficiency syndrome	http://www.anvita.info/wiki/Glut1_Deficiency_Syndrome
NAGA_DEFICIENCY	Naga deficiency (Schindler disease, Kanzaki disease)	http://www.anvita.info/wiki/Naga_Deficiency
ASPARTYLGLUCOSAMINURIA	aspartylglucosaminuria	http://www.anvita.info/wiki/Aspartylglucosaminuria
GLYCEROL_KINASE_DEFICIENCY	glycerol kinase deficiency (GK deficiency)	http://www.anvita.info/wiki/Glycerol_Kinase_Deficiency
HAWKINSINURIA	hawkinsinuria	http://www.anvita.info/wiki/Hawkinsinuria
HEREDITARY_LEIOMYOMATOSIS_&_RENAL_CELL_CANCER	hereditary leiomyomatosis & renal cell cancer (HLRCC)	http://www.anvita.info/wiki/Hereditary_Leiomyomatosis_&_Renal_Cell_Cancer
MULTIPLE_CUTANEOUS_&_UTERINE_LEIOMYOMATA	multiple cutaneous & uterine leiomyomata (MCUL1)	http://www.anvita.info/wiki/Multiple_Cutaneous_&_Uterine_Leiomyomata
FUMARASE_DEFICIENCY	fumarase deficiency (fumaric aciduria)	http://www.anvita.info/wiki/Fumarase_Deficiency
HEXOKINASE_DEFICIENCY	hexokinase deficiency	http://www.anvita.info/wiki/Hexokinase_Deficiency
TRIOSEPHOSPHATE_ISOMERASE_DEFICIENCY	triosephosphate isomerase deficiency (TPI deficiency)	http://www.anvita.info/wiki/Triosephosphate_Isomerase_Deficiency
GLYCOSYLPHOSPHATIDYLINOSITOL_DEFICIENCY	glycosylphosphatidylinositol deficiency	http://www.anvita.info/wiki/Glycosylphosphatidylinositol_Deficiency
CONGENITAL_GLUCOSE_GALACTOSE_MALABSORPTION	congenital glucose/galactose malabsorption	http://www.anvita.info/wiki/Congenital_Glucose_Galactose_Malabsorption
PHOSPHOGLYCERATE_DEHYDROGENASE_DEFICIENCY	phosphoglycerate dehydrogenase deficiency	http://www.anvita.info/wiki/Phosphoglycerate_Dehydrogenase_Deficiency
CONGENITAL_DISORDER_OF_GLYCOSYLATION	congenital disorder of glycosylation	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2A	congenital disorder of glycosylation type 2A; carbohydrate-deficient glycoprotein syndrome type 2	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2a
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1B	congenital disorder of glycosylation type 1B; carbohydrate-deficient glycoprotein syndrome type 1B	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1b
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1A	congenital disorder of glycosylation type 1A; carbohydrate-deficient glycoprotein syndrome type 1A; Jaeken syndrome	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1a
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1C	congenital disorder of glycosylation type 1C; carbohydrate-deficient glycoprotein syndrome type V	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1c
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1D	congenital disorder of glycosylation 1D (CDG-1D); carbohydrate-deficient glycoprotein syndrome type 4 (CDGS4)	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1d
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1E	congenital disorder of glycosylation type 1E	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1e
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1F	congenital disorder of glycosylation type 1F	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1f
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1G	congenital disorder of glycosylation type 1G	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1g
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1H	congenital disorder of glycosylation type 1H	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1h
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1I	congenital disorder of glycosylation type 1i	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1i
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1J	congenital disorder of glycosylation type 1J	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1j
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1K	congenital disorder of glycosylation type 1K	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1k
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1L	congenital disorder of glycosylation type 1L	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_1l
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2C	congenital disorder of glycosylation type 2C (CDG2C);	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2c
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2D	congenital disorder of glycosylation type 2D	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2d
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2E	congenital disorder of glycosylation type 2E (CDG2E)	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2e
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2F	congenital disorder of glycosylation type 2F (CDG2F)	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2f
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2G	congenital disorder of glycosylation type 2G (CDG2G)	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2g
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2H	congenital disorder of glycosylation type 2H (CDG2H)	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2h
LIPODYSTROPHY	lipodystrophy; lipoatrophy	http://www.anvita.info/wiki/Lipodystrophy
PROTEASE_INHIBITOR_LIPODYSTROPHY	protease inhibitor lipodystrophy	http://www.anvita.info/wiki/Protease_Inhibitor_Lipodystrophy
HYPERLIPOPROTEINEMIA	hyperlipoproteinemia (HLP)	http://www.anvita.info/wiki/Hyperlipoproteinemia
HYPOLIPOPROTEINEMIA	hypolipoproteinemia	http://www.anvita.info/wiki/Hypolipoproteinemia
HYPERLIPIDEMIA	hyperlipidemia	http://www.anvita.info/wiki/Hyperlipidemia
HYPERCHOLESTEROLEMIA	hypercholesterolemia	http://www.anvita.info/wiki/Hypercholesterolemia
HYPERTRIGLYCERIDEMIA	hypertriglyceridemia	http://www.anvita.info/wiki/Hypertriglyceridemia
FAMILIAL_HYPERTRIGLYCERIDEMIA	familial hypertriglyceridemia	http://www.anvita.info/wiki/Familial_Hypertriglyceridemia
LIPID_METABOLISM_INBORN_ERROR	lipid metabolism, inborn error; lipid storage disease; lipidosis	http://www.anvita.info/wiki/Lipid_Metabolism_Inborn_Error
FAMILIAL_LIGAND_DEFECTIVE_APOLIPOPROTEIN_B_100	familial ligand-defective apolipoprotein B-100	http://www.anvita.info/wiki/Familial_Ligand_Defective_Apolipoprotein_B_100
LEUKOTRIENE_C4_SYNTHASE_DEFICIENCY	leukotriene C4 synthase deficiency (LTC4 synthase deficiency)	http://www.anvita.info/wiki/Leukotriene_C4_Synthase_Deficiency
PLATELET_ACTIVATING_FACTOR_ACETYLHYDROLASE_DEFICIENCY	platelet-activating factor acetylhydrolase deficiency (PLA2G7 deficiency)	http://www.anvita.info/wiki/Platelet_Activating_Factor_Acetylhydrolase_Deficiency
3_BETA_HYDROXYSTEROID_DEHYDROGENASE_DEFICIENCY	3-beta-hydroxysteroid dehydrogenase deficiency	http://www.anvita.info/wiki/3_Beta_Hydroxysteroid_Dehydrogenase_Deficiency
CHYLOMICRON_RETENTION_DISEASE	chylomicron retention disease (Anderson disease)	http://www.anvita.info/wiki/Chylomicron_Retention_Disease
FAMILIAL_PARTIAL_LIPODYSTROPHY	familial partial lipodystrophy	http://www.anvita.info/wiki/Familial_Partial_Lipodystrophy
CARNITINE_PALMITOYLTRANSFERASE_DEFICIENCY	carnitine palmitoyltransferase deficiency	http://www.anvita.info/wiki/Carnitine_Palmitoyltransferase_Deficiency
HEPATIC_LIPASE_DEFICIENCY	hepatic lipase deficiency	http://www.anvita.info/wiki/Hepatic_Lipase_Deficiency
MEVALONICACIDURIA	mevalonicaciduria	http://www.anvita.info/wiki/Mevalonicaciduria
CHOLESTERYL_ESTER_TRANSFER_PROTEIN_DEFICIENCY	cholesteryl ester transfer protein (CETP) deficiency	http://www.anvita.info/wiki/Cholesteryl_Ester_Transfer_Protein_Deficiency
LONG_CHAIN_3_HYDROXYL_COA_DEHYDROGENASE_DEFICIENCY	long-chain 3-hydroxyl-CoA dehydrogenase deficiency (LCHAD deficiency)	http://www.anvita.info/wiki/Long_Chain_3_Hydroxyl_Coa_Dehydrogenase_Deficiency
2_METHYL_3_HYDROXYBUTYRYL_COA_DEHYDROGENASE_DEFICIENCY	2-methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency (MHBD deficiency)	http://www.anvita.info/wiki/2_Methyl_3_Hydroxybutyryl_Coa_Dehydrogenase_Deficiency
SHORT_CHAIN_ACYL_COA_DEHYDROGENASE_DEFICIENCY	short-chain acyl-CoA dehydrogenase deficiency (SCAD deficiency)	http://www.anvita.info/wiki/Short_Chain_Acyl_Coa_Dehydrogenase_Deficiency
MEDIUM_CHAIN_ACYL_COA_DEHYDROGENASE_DEFICIENCY	medium-chain acyl-CoA dehydrogenase deficiency (MCAD deficiency)	http://www.anvita.info/wiki/Medium_Chain_Acyl_Coa_Dehydrogenase_Deficiency
LONG_CHAIN_ACYL_COA_DEHYDROGENASE_DEFICIENCY	long-chain acyl-CoA dehydrogenase deficiency (LCAD deficiency)	http://www.anvita.info/wiki/Long_Chain_Acyl_Coa_Dehydrogenase_Deficiency
FATTY_ACID_DELTA_6_DESATURASE_DEFICIENCY	fatty acid delta-6 desaturase deficiency	http://www.anvita.info/wiki/Fatty_Acid_Delta_6_Desaturase_Deficiency
NEUTRAL_LIPID_STORAGE_DISEASE_WITH_MYOPATHY	neutral lipid storage disease with myopathy (neutral lipid storage disease without ichthyosis)	http://www.anvita.info/wiki/Neutral_Lipid_Storage_Disease_With_Myopathy
AMACR_DEFICIENCY	alpha-methylacyl-CoA racemase (AMACR) deficiency	http://www.anvita.info/wiki/Amacr_Deficiency
DORFMAN_CHANARIN_SYNDROME	Dorfman-Chanarin syndrome; triglyceride storage disease with impaired long-chain fatty acid oxidation; neutral-lipid-storage disease with ichthyosis	http://www.anvita.info/wiki/Dorfman_Chanarin_Syndrome
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2B	congenital disorder of glycosylation 2b (CDG2b); glucosidase 1 deficiency	http://www.anvita.info/wiki/Congenital_Disorder_Of_Glycosylation_2b
3_ALPHA_HYDROXYACYL_COA_DEHYDROGENASE_DEFICIENCY	3-alpha-hydroxyacyl-CoA-dehydrogenase deficiency (HAD deficiency)	http://www.anvita.info/wiki/3_Alpha_Hydroxyacyl_Coa_Dehydrogenase_Deficiency
CONGENITAL_HEMIDYSPLASIA_WITH_ICHTHYOSIFORM_ERYTHRODERMA_&_LIMB_DEFECTS	congenital hemidysplasia with ichthyosiform erythroderma & limb defects (CHILD syndrome)	http://www.anvita.info/wiki/Congenital_Hemidysplasia_With_Ichthyosiform_Erythroderma_&_Limb_Defects
MALONYL_COA_DECARBOXYLASE_DEFICIENCY	malonyl-CoA decarboxylase deficiency (MLYCD deficiency)	http://www.anvita.info/wiki/Malonyl_Coa_Decarboxylase_Deficiency
FAMILIAL_OBESITY	familial obesity	http://www.anvita.info/wiki/Familial_Obesity
LATHOSTEROLOSIS	lathosterolosis	http://www.anvita.info/wiki/Lathosterolosis
FAMILIAL_HYPERLIPOPROTEINEMIA_OTHER	familial hyperliproteinemia, other	http://www.anvita.info/wiki/Familial_Hyperlipoproteinemia_Other
PULMONARY_ALVEOLAR_PHOSPHOLIPOPROTEINOSIS	pulmonary alveolar phospholipoproteinosis; alveolar proteinosis; pulmonary surfactant metabolism dysfunction; inborn error of pulmonary surfactant metabolism	http://www.anvita.info/wiki/Pulmonary_Alveolar_Phospholipoproteinosis
CARNITINE_PALMITOYLTRANSFERASE_1_DEFICIENCY	carnitine palmitoyltransferase 1 deficiency	http://www.anvita.info/wiki/Carnitine_Palmitoyltransferase_1_Deficiency
CARNITINE_PALMITOYLTRANSFERASE_2_DEFICIENCY	carnitine palmitoyltransferase 2 deficiency	http://www.anvita.info/wiki/Carnitine_Palmitoyltransferase_2_Deficiency
AUTOSOMAL_DOMINANT_HYPERCHOLESTEROLEMIA_3	autosomal dominant hypercholesterolemia 3	http://www.anvita.info/wiki/Autosomal_Dominant_Hypercholesterolemia_3
FAMILIAL_HISTIOCYTIC_RETICULOSIS	familial histiocytic reticulosis; familial hemophagocytic reticulosis; familial erythrophagocytic lymphohistiocytosis	http://www.anvita.info/wiki/Familial_Histiocytic_Reticulosis
PARANEOPLASTIC_OPSOCLONUS_MYOCLONUS	paraneoplastic opsoclonus myoclonus ataxia; Kinsbourne syndrome; myoclonic encephalopathy of infants; dancing eyes-dancing feet syndrome	http://www.anvita.info/wiki/Paraneoplastic_Opsoclonus_Myoclonus
LAMBERT_EATON_MYASTHENIC_SYNDROME	Lambert-Eaton myasthenic syndrome (LEMS)	http://www.anvita.info/wiki/Lambert_Eaton_Myasthenic_Syndrome
MELAS_SYNDROME	MELAS (Mitochondrial Encephalomyopathy, Lactic Acidosis & Stroke-like episodes) syndrome	http://www.anvita.info/wiki/Melas_Syndrome
KURU	kuru	http://www.anvita.info/wiki/Kuru
FATAL_FAMILIAL_INSOMNIA	fatal familial insomnia	http://www.anvita.info/wiki/Fatal_Familial_Insomnia
GERSTMANN_STRAUSSLER_DISEASE	Gerstmann-Straussler-Scheinker disease	http://www.anvita.info/wiki/Gerstmann_Straussler_Disease
CREUTZFELDT_JAKOB_DISEASE	Creutzfeldt-Jakob [CJ] disease	http://www.anvita.info/wiki/Creutzfeldt_Jakob_Disease
HUNTINGTON_DISEASE_LIKE_1	Huntington disease like 1	http://www.anvita.info/wiki/Huntington_Disease_Like_1
ANIMAL_SPONGIFORM_ENCEPHALOPATHY	animal spongiform encephalopathy	http://www.anvita.info/wiki/Animal_Spongiform_Encephalopathy
SCRAPIE	scrapie	http://www.anvita.info/wiki/Scrapie
BINSWANGER^S_DISEASE	Binswanger's disease (subcortical atherosclerotic encephalopathy)	http://www.anvita.info/wiki/Binswanger^s_Disease
UREMIC_ENCEPHALOPATHY	uremic encephalopathy	http://www.anvita.info/wiki/Uremic_Encephalopathy
