eref	gender	d0	d1	d2	d3	d4	d5	d6	d7	d8	d9	d10	d11	allages
LATERAL_EPICONDYLITIS	F	0.0	1.1E-6	1.8E-6	8.2E-6	5.49E-5	5.88E-5	2.64E-5	1.18E-5	3.2E-6	1.1E-6	0.0	0.0	1.671E-4
LEAD_POISONING	M	0.0	7.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
LEARNING_DISORDER	M	5.74E-5	1.999E-4	6.41E-5	2.17E-5	2.21E-5	1.39E-5	7.5E-6	1.4E-6	7.0E-7	0.0	0.0	0.0	3.513E-4
LEARNING_DISORDER	F	1.89E-5	7.27E-5	6.27E-5	3.99E-5	3.46E-5	2.24E-5	8.2E-6	1.8E-6	7.0E-7	0.0	0.0	0.0	2.422E-4
LEFT_BUNDLE_BRANCH_BLOCK	M	0.0	4.0E-7	0.0	7.0E-7	2.8E-6	7.5E-6	2.14E-5	3.1E-5	2.17E-5	4.6E-6	0.0	0.0	9.01E-5
LEFT_BUNDLE_BRANCH_BLOCK	F	0.0	0.0	0.0	1.1E-6	1.1E-6	5.3E-6	2.28E-5	3.31E-5	2.99E-5	8.5E-6	0.0	0.0	1.019E-4
LEFT_BUNDLE_BRANCH_HEMIBLOCK	M	0.0	0.0	0.0	4.0E-7	1.8E-6	5.0E-6	1.0E-5	1.18E-5	6.4E-6	1.4E-6	0.0	0.0	3.67E-5
LEFT_BUNDLE_BRANCH_HEMIBLOCK	F	0.0	0.0	0.0	0.0	1.1E-6	4.3E-6	1.25E-5	1.35E-5	1.18E-5	2.5E-6	0.0	0.0	4.56E-5
LEFT_SHIFT	M	7.0E-7	0.0	0.0	0.0	0.0	1.1E-6	7.0E-7	1.1E-6	7.0E-7	0.0	0.0	0.0	4.3E-6
LEFT_SHIFT	F	0.0	4.0E-7	0.0	0.0	1.8E-6	4.0E-7	0.0	1.4E-6	1.1E-6	7.0E-7	0.0	0.0	5.7E-6
LEFT_VENTRICULAR_DIASTOLIC_DYSFUNCTION	M	0.0	4.0E-7	1.8E-6	6.8E-6	2.35E-5	4.6E-5	8.98E-5	1.005E-4	5.13E-5	1.03E-5	0.0	0.0	3.292E-4
LEFT_VENTRICULAR_DIASTOLIC_DYSFUNCTION	F	0.0	7.0E-7	1.1E-6	5.0E-6	1.82E-5	4.6E-5	9.4E-5	1.14E-4	7.84E-5	1.53E-5	1.8E-6	0.0	3.705E-4
LEFT_VENTRICULAR_FAILURE	M	0.0	0.0	0.0	1.1E-6	3.2E-6	1.28E-5	2.1E-5	4.2E-5	2.46E-5	6.8E-6	0.0	0.0	1.115E-4
LEFT_VENTRICULAR_FAILURE	F	0.0	4.0E-7	0.0	7.0E-7	4.6E-6	8.5E-6	1.89E-5	3.1E-5	2.64E-5	7.5E-6	4.0E-7	0.0	9.83E-5
LEG_PAIN	M	6.98E-5	1.892E-4	1.339E-4	1.845E-4	2.96E-4	3.976E-4	5.468E-4	5.247E-4	2.786E-4	4.81E-5	7.0E-7	0.0	0.0026701
LEG_PAIN	F	6.31E-5	1.771E-4	1.674E-4	2.832E-4	4.92E-4	6.708E-4	8.742E-4	8.169E-4	4.952E-4	1.197E-4	8.5E-6	0.0	0.0041681
LEGIONNAIRE^S_DISEASE	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
LEGIONNAIRE^S_DISEASE	F	0.0	0.0	0.0	4.0E-7	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	1.4E-6
LEIOMYOMA	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	7.0E-7
LEIOMYOMA	F	0.0	4.0E-7	1.07E-5	8.69E-5	2.123E-4	1.518E-4	5.77E-5	3.49E-5	9.3E-6	2.1E-6	0.0	0.0	5.661E-4
LEISHMANIASIS	M	7.0E-7	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	1.1E-6
LEISHMANIASIS	F	4.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LEPROSY	M	0.0	0.0	0.0	0.0	0.0	0.0	1.1E-6	0.0	0.0	0.0	0.0	0.0	1.1E-6
LEPROSY	F	0.0	0.0	0.0	4.0E-7	0.0	7.0E-7	0.0	7.0E-7	7.0E-7	0.0	0.0	0.0	1.4E-6
LEPTOSPIROSIS	M	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	1.1E-6
LEPTOSPIROSIS	F	0.0	0.0	0.0	7.0E-7	4.0E-7	7.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	2.1E-6
LESION	M	4.88E-5	1.304E-4	6.09E-5	6.88E-5	8.76E-5	1.909E-4	4.075E-4	5.194E-4	2.814E-4	4.1E-5	4.0E-7	0.0	0.0015365
LESION	F	4.49E-5	1.24E-4	6.84E-5	1.101E-4	1.368E-4	1.984E-4	3.431E-4	3.79E-4	2.341E-4	4.24E-5	2.1E-6	0.0	0.0013195
LEUKEMIA	M	7.0E-7	7.0E-7	7.0E-7	7.0E-7	7.0E-7	2.8E-6	1.0E-5	1.39E-5	8.5E-6	1.4E-6	0.0	0.0	3.7E-5
LEUKEMIA	F	1.4E-6	1.4E-6	4.0E-7	7.0E-7	1.8E-6	1.8E-6	6.4E-6	1.1E-5	5.7E-6	1.1E-6	7.0E-7	0.0	2.71E-5
LEUKEMOID_REACTION	M	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	0.0	1.1E-6	0.0	0.0	0.0	1.8E-6
LEUKEMOID_REACTION	F	0.0	0.0	0.0	0.0	7.0E-7	7.0E-7	7.0E-7	0.0	7.0E-7	0.0	0.0	0.0	2.8E-6
LEUKOCYTE_DISORDER	M	3.17E-5	2.46E-5	3.63E-5	4.31E-5	5.09E-5	8.59E-5	1.763E-4	2.348E-4	1.803E-4	5.2E-5	4.0E-7	0.0	8.415E-4
LEUKOCYTE_DISORDER	F	3.38E-5	4.77E-5	1.211E-4	1.144E-4	9.58E-5	1.087E-4	2.009E-4	2.864E-4	2.907E-4	9.48E-5	6.4E-6	0.0	0.0011307
LEUKOCYTOSIS	M	1.18E-5	7.8E-6	6.8E-6	1.5E-5	2.17E-5	3.53E-5	5.66E-5	7.52E-5	4.63E-5	1.07E-5	4.0E-7	0.0	2.871E-4
LEUKOCYTOSIS	F	8.5E-6	7.1E-6	1.99E-5	2.53E-5	3.53E-5	4.67E-5	5.91E-5	7.94E-5	7.09E-5	1.89E-5	1.1E-6	0.0	3.723E-4
LEUKODYSTROPHY	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LEUKODYSTROPHY	F	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	7.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	2.5E-6
LEUKOPENIA	M	5.0E-6	3.9E-6	2.1E-6	3.9E-6	4.6E-6	8.2E-6	1.5E-5	2.1E-5	1.14E-5	1.8E-6	0.0	0.0	7.34E-5
LEUKOPENIA	F	2.8E-6	5.0E-6	5.0E-6	1.0E-5	1.07E-5	2.17E-5	2.81E-5	2.67E-5	1.14E-5	4.3E-6	0.0	0.0	1.129E-4
LEUKOPLAKIA	M	0.0	0.0	4.0E-7	1.8E-6	1.1E-6	3.6E-6	5.0E-6	3.6E-6	2.1E-6	4.0E-7	0.0	0.0	1.78E-5
LEUKOPLAKIA	F	4.0E-7	0.0	3.6E-6	2.8E-6	1.4E-6	2.1E-6	3.2E-6	3.6E-6	7.0E-7	0.0	0.0	0.0	1.18E-5
LIBIDO	M	0.0	0.0	1.1E-6	6.1E-6	1.5E-5	1.5E-5	1.14E-5	7.8E-6	2.5E-6	4.0E-7	0.0	0.0	5.91E-5
LIBIDO	F	0.0	0.0	5.0E-6	1.35E-5	2.07E-5	1.96E-5	6.8E-6	2.1E-6	4.0E-7	0.0	0.0	0.0	6.8E-5
LICHEN_NITIDUS	M	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4E-6
LICHEN_NITIDUS	F	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
LICHEN_PLANUS	M	4.0E-7	7.0E-7	1.1E-6	1.4E-6	1.8E-6	5.0E-6	6.1E-6	3.2E-6	1.8E-6	4.0E-7	0.0	0.0	2.17E-5
LICHEN_PLANUS	F	0.0	7.0E-7	1.1E-6	1.4E-6	3.6E-6	6.1E-6	1.1E-5	6.4E-6	3.6E-6	1.1E-6	0.0	0.0	3.49E-5
LICHEN_SCLEROSUS_ET_ATROPHICUS	M	4.0E-7	0.0	4.0E-7	7.0E-7	1.4E-6	1.1E-6	2.1E-6	2.8E-6	1.4E-6	0.0	0.0	0.0	1.03E-5
LICHEN_SIMPLEX_CHRONICUS	M	2.1E-6	2.5E-6	4.3E-6	4.3E-6	1.35E-5	1.0E-5	1.92E-5	1.78E-5	1.14E-5	1.8E-6	0.0	0.0	8.69E-5
LICHEN_SIMPLEX_CHRONICUS	F	1.1E-6	1.8E-6	3.2E-6	7.5E-6	1.0E-5	2.32E-5	2.49E-5	1.96E-5	1.21E-5	1.1E-6	0.0	0.0	1.044E-4
LICHENIFICATION	M	2.1E-6	2.5E-6	4.3E-6	4.3E-6	1.35E-5	1.0E-5	1.92E-5	1.78E-5	1.14E-5	1.8E-6	0.0	0.0	8.69E-5
LICHENIFICATION	F	1.1E-6	1.8E-6	3.2E-6	7.5E-6	1.0E-5	2.32E-5	2.49E-5	1.96E-5	1.21E-5	1.1E-6	0.0	0.0	1.044E-4
LIMB_AMPUTATION	M	7.0E-7	7.0E-7	4.0E-7	7.0E-7	3.6E-6	4.3E-6	7.5E-6	6.1E-6	3.6E-6	7.0E-7	0.0	0.0	2.64E-5
LIMB_AMPUTATION	F	7.0E-7	4.0E-7	4.0E-7	4.0E-7	1.1E-6	2.1E-6	2.5E-6	2.1E-6	2.1E-6	1.4E-6	0.0	0.0	1.03E-5
LIP_DISEASE	M	1.4E-6	7.5E-6	2.5E-6	2.1E-6	4.3E-6	4.3E-6	5.3E-6	6.4E-6	2.1E-6	4.0E-7	0.0	0.0	3.63E-5
LIP_DISEASE	F	2.5E-6	6.4E-6	6.8E-6	5.3E-6	5.3E-6	6.1E-6	8.2E-6	3.9E-6	4.3E-6	1.4E-6	0.0	0.0	5.02E-5
LIPID_DISORDER	M	5.3E-6	1.82E-5	6.77E-5	2.679E-4	6.918E-4	0.0011418	0.001746	0.0016537	6.957E-4	9.83E-5	1.1E-6	0.0	0.0063789
LIPID_DISORDER	F	6.1E-6	1.46E-5	7.62E-5	2.287E-4	5.953E-4	0.0011346	0.0019907	0.0019693	9.9E-4	1.66E-4	3.6E-6	0.0	0.007173
LIPID_METABOLISM_INBORN_ERROR	M	1.4E-6	1.4E-6	1.4E-6	1.8E-6	1.4E-6	3.2E-6	3.9E-6	3.2E-6	1.4E-6	7.0E-7	0.0	0.0	1.96E-5
LIPIDOSIS	M	4.0E-7	0.0	0.0	2.8E-6	2.8E-6	7.8E-6	1.07E-5	6.8E-6	3.2E-6	4.0E-7	0.0	0.0	3.49E-5
LIPIDOSIS	F	4.0E-7	4.0E-7	1.1E-6	1.1E-6	5.0E-6	5.7E-6	1.42E-5	1.0E-5	1.8E-6	4.0E-7	0.0	0.0	3.99E-5
LIPODYSTROPHY	M	4.0E-7	0.0	4.0E-7	4.0E-7	7.0E-7	2.1E-6	2.8E-6	2.5E-6	1.4E-6	4.0E-7	0.0	0.0	1.1E-5
LIPODYSTROPHY	F	0.0	0.0	4.0E-7	7.0E-7	1.4E-6	3.2E-6	3.2E-6	2.1E-6	7.0E-7	0.0	0.0	0.0	1.18E-5
LIPOMA	M	1.1E-6	7.0E-7	3.9E-6	1.21E-5	1.46E-5	1.78E-5	1.71E-5	1.42E-5	5.0E-6	1.1E-6	0.0	0.0	8.73E-5
LIPOMA	F	7.0E-7	2.1E-6	3.9E-6	1.21E-5	1.99E-5	1.67E-5	2.39E-5	1.75E-5	7.8E-6	4.0E-7	0.0	0.0	1.033E-4
LIVEBORN_INFANTS_ACCORDING_TO_TYPE_OF_BIRTH	M	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LIVEBORN_INFANTS_ACCORDING_TO_TYPE_OF_BIRTH	F	1.1E-6	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1E-6
LIVER_DISEASE	M	5.276E-4	1.92E-4	3.06E-5	2.49E-5	4.24E-5	6.06E-5	6.48E-5	5.95E-5	2.14E-5	3.9E-6	0.0	0.0	8.447E-4
LIVER_DISEASE	F	5.28E-4	1.831E-4	5.06E-5	2.53E-5	5.34E-5	8.26E-5	9.73E-5	6.8E-5	3.35E-5	5.3E-6	4.0E-7	0.0	8.692E-4
LIVER_DISEASE_DURING_PREGNANCY	F	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
LIVER_FUNCTION_TEST	M	4.0E-7	1.8E-6	1.57E-5	3.67E-5	5.91E-5	6.59E-5	6.52E-5	5.95E-5	2.24E-5	4.3E-6	0.0	0.0	3.31E-4
LIVER_FUNCTION_TEST	F	4.0E-7	3.9E-6	1.92E-5	2.96E-5	4.84E-5	8.48E-5	9.26E-5	7.12E-5	3.88E-5	6.8E-6	0.0	0.0	3.958E-4
LIVER_METASTASES	M	0.0	0.0	0.0	1.1E-6	3.6E-6	5.3E-6	1.46E-5	2.24E-5	5.3E-6	2.5E-6	0.0	0.0	5.49E-5
LIVER_METASTASES	F	0.0	0.0	0.0	7.0E-7	3.6E-6	9.3E-6	1.35E-5	1.5E-5	9.6E-6	1.8E-6	0.0	0.0	5.34E-5
LIVER_NEOPLASM	M	0.0	0.0	0.0	7.0E-7	1.1E-6	2.5E-6	5.0E-6	7.5E-6	3.6E-6	7.0E-7	4.0E-7	0.0	2.03E-5
LIVER_NEOPLASM	F	0.0	0.0	7.0E-7	1.4E-6	3.2E-6	2.5E-6	3.2E-6	3.6E-6	2.8E-6	7.0E-7	0.0	0.0	1.35E-5
LIVER_TRANSPLANTATION	M	0.0	0.0	0.0	0.0	2.1E-6	5.3E-6	2.8E-6	1.4E-6	0.0	0.0	0.0	0.0	1.18E-5
LIVER_TRANSPLANTATION	F	0.0	4.0E-7	7.0E-7	4.0E-7	4.0E-7	1.8E-6	3.2E-6	1.1E-6	0.0	0.0	0.0	0.0	7.5E-6
LOFFLER^S_SYNDROME	M	5.0E-6	7.0E-7	7.0E-7	3.9E-6	6.1E-6	1.46E-5	3.49E-5	4.38E-5	3.28E-5	1.1E-5	0.0	0.0	1.535E-4
LOFFLER^S_SYNDROME	F	4.3E-6	1.1E-6	2.8E-6	3.9E-6	6.8E-6	2.03E-5	3.1E-5	3.56E-5	3.46E-5	1.57E-5	7.0E-7	0.0	1.567E-4
LONG_QT_SYNDROME	M	7.0E-7	7.0E-7	0.0	0.0	0.0	1.1E-6	1.8E-6	1.4E-6	7.0E-7	0.0	0.0	0.0	6.4E-6
LONG_QT_SYNDROME	F	0.0	4.0E-7	7.0E-7	7.0E-7	1.8E-6	2.1E-6	1.8E-6	1.1E-6	7.0E-7	0.0	0.0	0.0	9.3E-6
LORDOSIS	M	0.0	1.1E-6	0.0	4.0E-7	4.0E-7	7.0E-7	7.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	3.9E-6
LORDOSIS	F	0.0	1.1E-6	4.0E-7	2.1E-6	7.0E-7	2.1E-6	2.1E-6	1.4E-6	1.8E-6	7.0E-7	0.0	0.0	1.25E-5
LOW_BACK_PAIN	M	6.4E-6	6.73E-5	1.332E-4	2.487E-4	3.762E-4	4.417E-4	5.315E-4	4.286E-4	2.091E-4	3.38E-5	4.0E-7	0.0	0.002477
LOW_BACK_PAIN	F	5.7E-6	7.94E-5	2.02E-4	3.591E-4	4.891E-4	6.537E-4	7.549E-4	6.826E-4	3.758E-4	7.2E-5	2.5E-6	0.0	0.0036768
LOW_BIRTH_WEIGHT_INFANT	M	1.78E-5	4.0E-7	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	1.85E-5
LOW_BIRTH_WEIGHT_INFANT	F	1.46E-5	0.0	4.0E-7	7.0E-7	4.0E-7	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.53E-5
LOWN_GANONG_LEVINE_SYNDROME	F	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	1.1E-6
LUMBAR_DISC_DISEASE	M	0.0	3.6E-6	2.46E-5	5.91E-5	1.005E-4	1.279E-4	1.35E-4	1.019E-4	3.92E-5	5.0E-6	4.0E-7	0.0	5.971E-4
LUMBAR_DISC_DISEASE	F	4.0E-7	6.4E-6	2.32E-5	6.7E-5	1.147E-4	1.692E-4	1.913E-4	1.429E-4	6.7E-5	8.5E-6	4.0E-7	0.0	7.909E-4
LUMBAR_PUNCTURE	M	0.0	4.0E-7	7.0E-7	1.8E-6	1.1E-6	1.1E-6	7.0E-7	0.0	0.0	0.0	0.0	0.0	5.7E-6
LUMBAR_PUNCTURE	F	0.0	4.0E-7	2.8E-6	5.3E-6	5.7E-6	1.8E-6	7.0E-7	7.0E-7	4.0E-7	4.0E-7	0.0	0.0	1.82E-5
LUNATE_BONE	M	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
LUNATE_BONE	F	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	7.0E-7
LUNG_CANCER	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LUNG_CANCER	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
LUNG_DISEASE	M	2.113E-4	1.949E-4	1.557E-4	2.141E-4	2.868E-4	3.274E-4	3.997E-4	3.431E-4	1.664E-4	4.84E-5	1.4E-6	0.0	0.0023103
LUNG_DISEASE	F	1.966E-4	1.813E-4	2.479E-4	3.922E-4	4.67E-4	5.468E-4	6.359E-4	5.009E-4	2.401E-4	6.77E-5	3.9E-6	0.0	0.0034545
LUNG_INJURY	M	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LUNG_INJURY	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LUNG_NEOPLASM	M	0.0	0.0	0.0	4.0E-7	7.0E-7	2.1E-6	5.0E-6	3.9E-6	2.1E-6	0.0	0.0	0.0	1.42E-5
LUNG_NEOPLASM	F	0.0	0.0	0.0	4.0E-7	7.0E-7	2.1E-6	6.4E-6	8.2E-6	1.8E-6	4.0E-7	0.0	0.0	1.99E-5
LUNG_TRANSPLANTATION	M	0.0	0.0	0.0	0.0	0.0	0.0	1.1E-6	0.0	0.0	0.0	0.0	0.0	1.1E-6
LUNG_TRANSPLANTATION	F	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	7.0E-7	0.0	0.0	4.0E-7	0.0	0.0	1.4E-6
LYME_DISEASE	M	1.1E-6	1.1E-6	1.1E-6	7.0E-7	2.1E-6	1.4E-6	1.4E-6	5.0E-6	1.1E-6	0.0	0.0	0.0	1.5E-5
LYME_DISEASE	F	1.1E-6	2.5E-6	4.0E-7	1.8E-6	2.8E-6	2.8E-6	2.1E-6	2.5E-6	7.0E-7	0.0	0.0	0.0	1.67E-5
LYMPHADENITIS	M	2.07E-5	1.75E-5	8.5E-6	6.4E-6	8.2E-6	4.6E-6	9.6E-6	5.7E-6	3.6E-6	0.0	0.0	0.0	8.48E-5
LYMPHADENITIS	F	2.17E-5	3.03E-5	1.6E-5	1.78E-5	1.39E-5	1.67E-5	1.5E-5	9.3E-6	2.5E-6	4.0E-7	0.0	0.0	1.436E-4
LYMPHADENOPATHY	M	4.27E-5	4.38E-5	2.64E-5	2.56E-5	2.85E-5	4.31E-5	5.95E-5	6.73E-5	2.71E-5	2.8E-6	0.0	0.0	3.669E-4
LYMPHADENOPATHY	F	2.78E-5	5.77E-5	5.59E-5	5.88E-5	6.73E-5	8.02E-5	9.08E-5	7.8E-5	3.56E-5	5.0E-6	0.0	0.0	5.572E-4
LYMPHANGIOMA	M	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	2.1E-6	1.8E-6	4.0E-7	0.0	0.0	5.0E-6
LYMPHANGIOMA	F	0.0	0.0	4.0E-7	4.0E-7	0.0	1.4E-6	1.1E-6	1.1E-6	1.4E-6	0.0	0.0	0.0	5.7E-6
LYMPHANGITIS	M	7.0E-7	1.8E-6	4.0E-7	1.1E-6	7.0E-7	7.0E-7	7.0E-7	1.8E-6	0.0	4.0E-7	0.0	0.0	8.2E-6
LYMPHANGITIS	F	7.0E-7	0.0	7.0E-7	4.0E-7	7.0E-7	1.4E-6	1.4E-6	2.8E-6	1.4E-6	4.0E-7	0.0	0.0	1.0E-5
LYMPHEDEMA	M	4.0E-7	0.0	0.0	1.4E-6	3.2E-6	7.5E-6	1.28E-5	1.18E-5	6.8E-6	1.1E-6	0.0	0.0	4.49E-5
LYMPHEDEMA	F	0.0	7.0E-7	1.4E-6	3.2E-6	9.3E-6	1.64E-5	2.64E-5	2.49E-5	1.71E-5	2.8E-6	4.0E-7	0.0	1.026E-4
LYMPHOCYTIC_CHORIOMENINGITIS	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	4.0E-7
LYMPHOCYTIC_CHORIOMENINGITIS	F	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LYMPHOCYTOSIS	M	4.0E-7	4.0E-7	0.0	4.0E-7	7.0E-7	7.0E-7	2.1E-6	4.3E-6	2.5E-6	4.0E-7	0.0	0.0	1.18E-5
LYMPHOCYTOSIS	F	4.0E-7	1.1E-6	7.0E-7	1.1E-6	1.4E-6	2.8E-6	1.4E-6	5.0E-6	1.1E-6	0.0	0.0	0.0	1.5E-5
LYMPHOGRANULOMA_VENEREUM	M	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
LYMPHOID_LEUKEMIA	M	7.0E-7	7.0E-7	7.0E-7	4.0E-7	4.0E-7	2.8E-6	1.0E-5	1.39E-5	8.5E-6	1.4E-6	0.0	0.0	3.7E-5
LYMPHOID_LEUKEMIA	F	1.4E-6	1.4E-6	4.0E-7	4.0E-7	7.0E-7	1.8E-6	6.4E-6	1.1E-5	5.7E-6	1.1E-6	7.0E-7	0.0	2.71E-5
LYMPHOMA	M	7.0E-7	4.0E-7	1.1E-6	1.1E-6	3.6E-6	8.9E-6	1.25E-5	2.74E-5	8.9E-6	1.1E-6	0.0	0.0	6.55E-5
LYMPHOMA	F	0.0	7.0E-7	1.1E-6	3.2E-6	2.8E-6	9.3E-6	1.78E-5	1.92E-5	1.18E-5	1.4E-6	0.0	0.0	6.7E-5
LYMPHOPENIA	M	4.0E-7	4.0E-7	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	0.0	1.1E-6	0.0	0.0	0.0	3.2E-6
LYMPHOPENIA	F	4.0E-7	0.0	0.0	0.0	1.1E-6	4.0E-7	7.0E-7	0.0	7.0E-7	7.0E-7	0.0	0.0	3.9E-6
MACULAR_CORNEAL_DYSTROPHY	M	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	7.0E-7
MACULAR_DEGENERATION	M	0.0	4.0E-7	7.0E-7	7.0E-7	2.8E-6	6.8E-6	3.35E-5	1.015E-4	1.083E-4	2.49E-5	4.0E-7	0.0	2.772E-4
MACULAR_DEGENERATION	F	0.0	0.0	7.0E-7	1.8E-6	2.1E-6	9.3E-6	5.66E-5	1.429E-4	1.792E-4	4.84E-5	2.1E-6	0.0	4.414E-4
MACULAR_HOLE	M	0.0	0.0	0.0	7.0E-7	4.0E-7	1.4E-6	7.8E-6	1.1E-5	8.5E-6	0.0	0.0	0.0	2.99E-5
MACULAR_HOLE	F	0.0	0.0	0.0	4.0E-7	2.1E-6	3.6E-6	1.53E-5	2.85E-5	1.14E-5	3.6E-6	0.0	0.0	6.48E-5
MACULAR_PUCKER	M	0.0	0.0	0.0	1.4E-6	1.4E-6	9.6E-6	3.63E-5	7.55E-5	4.38E-5	5.7E-6	0.0	0.0	1.738E-4
MACULAR_PUCKER	F	0.0	0.0	0.0	7.0E-7	2.8E-6	1.18E-5	5.06E-5	8.62E-5	4.38E-5	4.3E-6	0.0	0.0	2.002E-4
MACULOPATHY	M	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	7.0E-7	1.4E-6	7.0E-7	4.0E-7	0.0	0.0	3.9E-6
MACULOPATHY	F	0.0	0.0	0.0	0.0	7.0E-7	1.1E-6	2.5E-6	1.1E-6	7.0E-7	4.0E-7	0.0	0.0	6.4E-6
MAJOR_DEPRESSION	M	0.0	8.2E-6	1.07E-5	1.67E-5	2.1E-5	2.99E-5	3.38E-5	3.67E-5	1.71E-5	3.2E-6	0.0	0.0	1.735E-4
MAJOR_DEPRESSION	F	4.0E-7	1.32E-5	2.28E-5	4.52E-5	4.95E-5	5.59E-5	6.84E-5	7.05E-5	4.17E-5	6.4E-6	4.0E-7	0.0	3.32E-4
MALABSORPTION	M	7.5E-6	3.9E-6	1.4E-6	4.3E-6	8.5E-6	1.46E-5	2.99E-5	2.64E-5	1.07E-5	1.4E-6	0.0	0.0	1.062E-4
MALABSORPTION	F	6.4E-6	2.8E-6	2.5E-6	5.3E-6	1.25E-5	2.39E-5	3.17E-5	2.64E-5	1.71E-5	3.6E-6	0.0	0.0	1.293E-4
MALARIA	M	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	7.0E-7
MALARIA	F	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
MALE_GENITAL_DISEASE	M	1.64E-5	1.92E-5	2.6E-5	2.81E-5	6.88E-5	2.861E-4	6.163E-4	7.812E-4	3.908E-4	7.23E-5	1.8E-6	0.0	0.0022287
MALE_GENITAL_DISEASE	F	4.0E-7	4.0E-7	4.0E-7	7.0E-7	7.0E-7	7.0E-7	1.8E-6	3.9E-6	3.2E-6	4.0E-7	0.0	0.0	1.14E-5
MALE_INFERTILITY	M	0.0	0.0	1.8E-6	1.14E-5	7.1E-6	1.8E-6	7.0E-7	0.0	0.0	0.0	0.0	0.0	2.28E-5
MALE_INFERTILITY	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
MALFORMATION	F	0.0	5.7E-6	1.183E-4	1.806E-4	1.96E-5	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	3.249E-4
MALIGNANT_CARCINOID	M	0.0	0.0	4.0E-7	0.0	0.0	7.0E-7	1.1E-6	7.0E-7	7.0E-7	0.0	0.0	0.0	2.1E-6
MALIGNANT_CARCINOID	F	0.0	0.0	0.0	4.0E-7	7.0E-7	7.0E-7	4.0E-7	1.1E-6	7.0E-7	0.0	0.0	0.0	2.1E-6
